

('Nike Men Blue T20 Indian Cricket Jersey', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Winter', 'Nam', 'Áo', '11', '20', 'upload/1.jpg', 10, 'nike-men-blue-t20-indian-cricket-jersey'),
('Jealous 21 Womens White Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/927.jpg', 10, 'jealous-21-womens-white-black-t-shirt'),
('Jealous 21 Womens Blue Rose & Butterfly T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/928.jpg', 10, 'jealous-21-womens-blue-rose-butterfly-t-shirt'),
('Jealous 21 Womens Print Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/929.jpg', 10, 'jealous-21-womens-print-pink-t-shirt'),
('Jealous 21 Womens Yellow Miss T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/930.jpg', 10, 'jealous-21-womens-yellow-miss-t-shirt'),
('Jealous 21 Womens Black Miss T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/931.jpg', 10, 'jealous-21-womens-black-miss-t-shirt'),
('Jealous 21 Womens Pink Miss T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/932.jpg', 10, 'jealous-21-womens-pink-miss-t-shirt'),
('Jealous 21 Womens White Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/933.jpg', 10, 'jealous-21-womens-white-blue-t-shirt'),
('Jealous 21 Womens Lavender Trendy T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/934.jpg', 10, 'jealous-21-womens-lavender-trendy-t-shirt'),
('Jealous 21 Womens Pink Black Print T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/935.jpg', 10, 'jealous-21-womens-pink-black-print-t-shirt'),
('Jealous 21 Green Bee Mine T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/936.jpg', 10, 'jealous-21-green-bee-mine-t-shirt'),
('Jealous 21 Womens Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/937.jpg', 10, 'jealous-21-womens-purple-t-shirt'),
('Jealous 21 Womens Maroon T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Maroon', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/938.jpg', 10, 'jealous-21-womens-maroon-t-shirt'),
('Jealous 21 Womens White Happy Preetiest T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/939.jpg', 10, 'jealous-21-womens-white-happy-preetiest-t-shirt'),
('Jealous 21 Womens White Little Mousie T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/940.jpg', 10, 'jealous-21-womens-white-little-mousie-t-shirt'),
('Jealous 21 Womens White XOXO T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/941.jpg', 10, 'jealous-21-womens-white-xoxo-t-shirt'),
('Jealous 21 Womens White XOXO Trendy T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/942.jpg', 10, 'jealous-21-womens-white-xoxo-trendy-t-shirt'),
('Jealous 21 Women White Flower Black Stripe Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/943.jpg', 10, 'jealous-21-women-white-flower-black-stripe-top'),
('Jealous 21 Women White Flower Top Purple Stripes Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/944.jpg', 10, 'jealous-21-women-white-flower-top-purple-stripes-top'),
('Jealous 21 Women Navy Black Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/945.jpg', 10, 'jealous-21-women-navy-black-top'),
('Jealous 21 Women Navy Top With Pink Flower Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/946.jpg', 10, 'jealous-21-women-navy-top-with-pink-flower-top'),
('Jealous 21 Women Purple Top With Purple Flower Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/947.jpg', 10, 'jealous-21-women-purple-top-with-purple-flower-top'),
('Jealous 21 Womens Red Peace T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/948.jpg', 10, 'jealous-21-womens-red-peace-t-shirt'),
('Jealous 21 Womens Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/949.jpg', 10, 'jealous-21-womens-pink-t-shirt'),
('Jealous 21 Women Printed Red Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/950.jpg', 10, 'jealous-21-women-printed-red-top'),
('Jealous 21 Women Pink Clever Disguise Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/951.jpg', 10, 'jealous-21-women-pink-clever-disguise-top'),
('Jealous 21 Women Yellow Love Being Adored Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/952.jpg', 10, 'jealous-21-women-yellow-love-being-adored-top'),
('Jealous 21 Women Green Trendy Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/953.jpg', 10, 'jealous-21-women-green-trendy-top'),
('Jealous 21 Women Black Tube Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/954.jpg', 10, 'jealous-21-women-black-tube-top'),
('Jealous 21 Women Purple Tube Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/955.jpg', 10, 'jealous-21-women-purple-tube-top'),
('Jealous 21 Women Black Shimmery Halter Neck Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/956.jpg', 10, 'jealous-21-women-black-shimmery-halter-neck-top'),
('Jealous 21 Women Black Shimmery Falling Neck Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/957.jpg', 10, 'jealous-21-women-black-shimmery-falling-neck-top'),
('Jealous 21 Women Black V Neck Party Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/958.jpg', 10, 'jealous-21-women-black-v-neck-party-top'),
('Jealous 21 Women Blue V Neck Party Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/959.jpg', 10, 'jealous-21-women-blue-v-neck-party-top'),
('Jealous 21 Women White Sleeveless Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/960.jpg', 10, 'jealous-21-women-white-sleeveless-top'),
('Jealous 21 Women Red Black Long Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/961.jpg', 10, 'jealous-21-women-red-black-long-top'),
('Jealous 21 Women Pink & Beige Long Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/962.jpg', 10, 'jealous-21-women-pink-beige-long-top'),
('Jealous 21 Women Pink Flowery Halter Neck Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/963.jpg', 10, 'jealous-21-women-pink-flowery-halter-neck-top'),
('Jealous 21 Women Black V Neck With Sequins Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/964.jpg', 10, 'jealous-21-women-black-v-neck-with-sequins-top'),
('Jealous 21 Women Black Top With Sequins Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/965.jpg', 10, 'jealous-21-women-black-top-with-sequins-top'),
('Jealous 21 Women Purple Basic Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/966.jpg', 10, 'jealous-21-women-purple-basic-top'),
('Jealous 21 Women Black Basic Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/967.jpg', 10, 'jealous-21-women-black-basic-top'),
('Jealous 21 Women Green Tunic With Mirror Print Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/968.jpg', 10, 'jealous-21-women-green-tunic-with-mirror-print-top'),
('Jealous 21 Women Blue Tunic With Butterfly Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/969.jpg', 10, 'jealous-21-women-blue-tunic-with-butterfly-top'),
('Jealous 21 Women Red Tunic With Mirror Print Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/970.jpg', 10, 'jealous-21-women-red-tunic-with-mirror-print-top'),
('Jealous 21 Women Cream Tunic With Mirror Print Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Cream', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/971.jpg', 10, 'jealous-21-women-cream-tunic-with-mirror-print-top'),
('Jealous 21 Women Green Tunic Mirror Print Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/972.jpg', 10, 'jealous-21-women-green-tunic-mirror-print-top'),
('Nike Womens White Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Fall', 'Nữ', 'Áo', '12', '24', 'upload/973.jpg', 10, 'nike-womens-white-polo-t-shirt'),
('Inkfruit Womens Think Green White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/974.jpg', 10, 'inkfruit-womens-think-green-white-t-shirt'),
('Inkfruit Womens Mementos Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/975.jpg', 10, 'inkfruit-womens-mementos-purple-t-shirt'),
('Inkfruit Womens To do List Sea Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/976.jpg', 10, 'inkfruit-womens-to-do-list-sea-green-t-shirt'),
('Jealous 21 Womens I am Cute When I am Angry Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/977.jpg', 10, 'jealous-21-womens-i-am-cute-when-i-am-angry-red-t-shirt'),
('Jealous 21 Womens Always Late But Burgundy Red T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/978.jpg', 10, 'jealous-21-womens-always-late-but-burgundy-red-t-shirt'),
('Jealous 21 Women Plain Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/979.jpg', 10, 'jealous-21-women-plain-pink-top'),
('Beatles Womens Love Me DO Lavender T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/980.jpg', 10, 'beatles-womens-love-me-do-lavender-t-shirt'),
('Jealous 21 Women Knit Design Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/981.jpg', 10, 'jealous-21-women-knit-design-pink-top'),
('Jealous 21 Women Design White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/982.jpg', 10, 'jealous-21-women-design-white-top'),
('Jealous 21 Women Knit Black Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/983.jpg', 10, 'jealous-21-women-knit-black-top'),
('Jealous 21 Women Knit Purple Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/984.jpg', 10, 'jealous-21-women-knit-purple-top'),
('Jealous 21 Women Knit Green T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/985.jpg', 10, 'jealous-21-women-knit-green-t-shirt'),
('Jealous 21 Women Knit Teal Blue Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/986.jpg', 10, 'jealous-21-women-knit-teal-blue-top'),
('Jealous 21 Women Knit White Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/987.jpg', 10, 'jealous-21-women-knit-white-top'),
('ADIDAS Women Green Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/988.jpg', 10, 'adidas-women-green-polo-t-shirt'),
('ADIDAS Womens Purple Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/989.jpg', 10, 'adidas-womens-purple-polo-t-shirt'),
('ADIDAS Womens Blue Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/990.jpg', 10, 'adidas-womens-blue-polo-t-shirt'),
('ADIDAS Womens  Geo White Yellow T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/991.jpg', 10, 'adidas-womens-geo-white-yellow-t-shirt'),
('ADIDAS Womens Flora Blue T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/992.jpg', 10, 'adidas-womens-flora-blue-t-shirt'),
('ADIDAS Womens Flora White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/993.jpg', 10, 'adidas-womens-flora-white-t-shirt'),
('ADIDAS Womens Blosson White Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/994.jpg', 10, 'adidas-womens-blosson-white-pink-t-shirt'),
('ADIDAS Womens Balance Pink T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/995.jpg', 10, 'adidas-womens-balance-pink-t-shirt'),
('ADIDAS Womens Balance Brown T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Brown', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/996.jpg', 10, 'adidas-womens-balance-brown-t-shirt'),
('ADIDAS Womens V Neck With Crystal Black T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/997.jpg', 10, 'adidas-womens-v-neck-with-crystal-black-t-shirt'),
('ADIDAS Womens V Neck With Crystal White T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/998.jpg', 10, 'adidas-womens-v-neck-with-crystal-white-t-shirt'),
('ADIDAS Womens V Neck With Crystal Purple T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/999.jpg', 10, 'adidas-womens-v-neck-with-crystal-purple-t-shirt'),
('Sher Singh Women India White Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1000.jpg', 10, 'sher-singh-women-india-white-polo-t-shirt'),
('Sher Singh Womens Black Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Black', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1001.jpg', 10, 'sher-singh-womens-black-polo-t-shirt'),
('Sher Singh Women Navy Blue Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Navy Blue', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1002.jpg', 10, 'sher-singh-women-navy-blue-polo-t-shirt'),
('Sher Singh Womens Red Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1003.jpg', 10, 'sher-singh-womens-red-polo-t-shirt'),
('Sher Singh Women White Polo T-shirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1004.jpg', 10, 'sher-singh-women-white-polo-t-shirt'),
('Levis Kids Girls Darcy Purple Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1005.jpg', 10, 'levis-kids-girls-darcy-purple-teens-kidswear'),
('Levis Kids Girls Darcy Purple Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Purple', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1006.jpg', 10, 'levis-kids-girls-darcy-purple-kidswear'),
('Levis Kids Girls Dana Pink Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1007.jpg', 10, 'levis-kids-girls-dana-pink-teens-kidswear'),
('Levis Kids Girls Dana Pink Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1008.jpg', 10, 'levis-kids-girls-dana-pink-kidswear'),
('Levis Kids Girls Dionne White Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1009.jpg', 10, 'levis-kids-girls-dionne-white-teens-kidswear'),
('Levis Kids Girls Dionne White Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1010.jpg', 10, 'levis-kids-girls-dionne-white-kidswear'),
('Levis Kids Girls Diaz Pink Polo Tshirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1011.jpg', 10, 'levis-kids-girls-diaz-pink-polo-tshirt'),
('Levis Kids Girls Diaz Pink Polo Tshirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1012.jpg', 10, 'levis-kids-girls-diaz-pink-polo-tshirt'),
('Levis Kids Girls Diaz Green Polo Tshirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1013.jpg', 10, 'levis-kids-girls-diaz-green-polo-tshirt'),
('Levis Kids Girls Diaz Green Polo Tshirt', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1014.jpg', 10, 'levis-kids-girls-diaz-green-polo-tshirt'),
('Levis Kids Girls Darla Pink Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1015.jpg', 10, 'levis-kids-girls-darla-pink-teens-kidswear'),
('Levis Kids Girls Darla Pink Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1016.jpg', 10, 'levis-kids-girls-darla-pink-kidswear'),
('Levis Kids Girls Diane Yellow Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1017.jpg', 10, 'levis-kids-girls-diane-yellow-teens-kidswear'),
('Levis Kids Girls Diane Yellow Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Yellow', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1018.jpg', 10, 'levis-kids-girls-diane-yellow-kidswear'),
('Levis Kids Girls Desiree Green Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1019.jpg', 10, 'levis-kids-girls-desiree-green-teens-kidswear'),
('Levis Kids Girls Desiree Green Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1020.jpg', 10, 'levis-kids-girls-desiree-green-kidswear'),
('Levis Kids Girls Desiree Pink Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1021.jpg', 10, 'levis-kids-girls-desiree-pink-teens-kidswear'),
('Levis Kids Girls Desiree Pink Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1022.jpg', 10, 'levis-kids-girls-desiree-pink-kidswear'),
('Levis Kids Girls Denise Pink Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1023.jpg', 10, 'levis-kids-girls-denise-pink-teens-kidswear'),
('Levis Kids Girls Denise Pink Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1024.jpg', 10, 'levis-kids-girls-denise-pink-kidswear'),
('Palm Tree Girls Billy White Green Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1025.jpg', 10, 'palm-tree-girls-billy-white-green-kidswear'),
('Palm Tree Girls Lions White Pink Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1026.jpg', 10, 'palm-tree-girls-lions-white-pink-kidswear'),
('Palm Tree Girls Linnea White Green Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Green', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1027.jpg', 10, 'palm-tree-girls-linnea-white-green-kidswear'),
('Levis Kids Girls Darcy Red Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1028.jpg', 10, 'levis-kids-girls-darcy-red-teens-kidswear'),
('Levis Kids Girls Darcy Red Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Red', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1029.jpg', 10, 'levis-kids-girls-darcy-red-kidswear'),
('Levis Kids Girls Dionne Pink Teens Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1030.jpg', 10, 'levis-kids-girls-dionne-pink-teens-kidswear'),
('Levis Kids Girls Dionne Pink Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1031.jpg', 10, 'levis-kids-girls-dionne-pink-kidswear'),
('Levis Kids Girls Diane Pink Top', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1032.jpg', 10, 'levis-kids-girls-diane-pink-top'),
('Levis Kids Girls Diane Pink Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'Pink', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1033.jpg', 10, 'levis-kids-girls-diane-pink-kidswear'),
('Gini and Jony Girls Gloria White Peach Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1034.jpg', 10, 'gini-and-jony-girls-gloria-white-peach-kidswear'),
('Gini and Jony Girls Vollie White Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1035.jpg', 10, 'gini-and-jony-girls-vollie-white-kidswear'),
('Gini and Jony Girls Vollie White Infant Kidswear', 'Mô tả', 'Mô tả chi tiết', 150000, 'White', 'Summer', 'Nữ', 'Áo', '12', '24', 'upload/1036.jpg', 10, 'gini-and-jony-girls-vollie-white-infant-kidswear'),
